"Time_step","Pressure"
0,-55.6071
50,-190.7796
100,36.0722
150,-220.6074
200,-127.4939
250,9.9384
300,-98.6096
350,-288.9166
400,290.7109
450,46.7604
500,-285.8133
550,-225.4774
600,-48.1455
650,-172.2051
700,-123.326
750,284.3488
800,-149.2715
850,21.6279
900,229.327
950,12.4955
1000,33.731
1050,120.2748
1100,15.7758
1150,47.104
1200,12.86
1250,-33.3004
1300,399.2827
1350,92.9238
1400,-141.3654
1450,275.3766
1500,-238.5947
1550,-59.939
1600,-191.8532
1650,113.1765
1700,157.357
1750,-305.5827
1800,-213.5899
1850,172.2254
1900,188.2421
1950,-13.071
2000,195.7385
2050,-59.5799
2100,-35.057
2150,-34.1552
2200,43.2378
2250,-383.2506
2300,-75.1948
2350,36.1496
2400,-248.3551
2450,-179.0762
2500,235.9045
2550,-141.1323
2600,-319.5895
2650,440.1035
2700,-362.3434
2750,-465.932
2800,1.8836
2850,34.0399
2900,-107.1305
2950,-141.3981
3000,58.6718
3050,110.4351
3100,-150.3107
3150,-358.0132
3200,252.0426
3250,-158.1808
3300,318.6011
3350,-578.3678
3400,94.1322
3450,-14.2694
3500,340.3468
3550,94.1378
3600,196.6329
3650,-4.8329
3700,-311.6214
3750,-107.3557
3800,181.9695
3850,-174.6941
3900,37.876
3950,95.303
4000,275.4471
4050,122.8284
4100,148.2241
4150,-34.9906
4200,-93.7342
4250,299.932
4300,31.6702
4350,-142.2168
4400,48.5734
4450,-236.1063
4500,-56.7269
4550,-261.6447
4600,129.5025
4650,130.4918
4700,93.9173
4750,135.0675
4800,373.1011
4850,-41.5873
4900,-232.2994
4950,-218.3363
5000,-186.3351
5050,-213.9464
5100,352.2117
5150,147.8956
5200,-78.9167
5250,166.8337
5300,-72.6061
5350,-127.9719
5400,126.4759
5450,-230.248
5500,-45.1742
5550,-17.5522
5600,-335.2215
5650,82.1307
5700,-171.9239
5750,-37.707
5800,191.9954
5850,-334.8495
5900,-32.0499
5950,-285.5543
6000,-111.6875
6050,-155.7132
6100,-300.6422
6150,-15.7512
6200,-81.1371
6250,473.8168
6300,-30.5918
6350,90.7482
6400,-185.5767
6450,-303.1416
6500,166.4866
6550,93.1765
6600,-268.323
6650,-42.1791
6700,305.2656
6750,-95.7291
6800,-61.0927
6850,47.4908
6900,-180.3922
6950,233.9068
7000,87.4468
7050,219.0749
7100,-212.4466
7150,122.8952
7200,-30.1815
7250,17.3561
7300,-30.8033
7350,217.2745
7400,83.1524
7450,-240.2108
7500,321.128
7550,-124.6133
7600,272.1971
7650,23.7164
7700,156.2341
7750,-147.2321
7800,-43.9385
7850,213.5782
7900,148.93
7950,-237.644
8000,130.3811
8050,-77.7033
8100,96.4833
8150,43.9425
8200,-253.7913
8250,100.4379
8300,211.6985
8350,89.4455
8400,107.5303
8450,94.8709
8500,-343.3471
8550,145.975
8600,49.5745
8650,-268.0116
8700,99.7401
8750,-613.9184
8800,223.0422
8850,-298.3633
8900,-44.0461
8950,223.6561
9000,42.0052
9050,-5.9878
9100,21.6757
9150,-138.6724
9200,160.7329
9250,117.0962
9300,43.5623
9350,-304.7826
9400,138.0667
9450,192.1391
9500,-13.7934
9550,-70.365
9600,162.9407
9650,15.0968
9700,-1.6841
9750,44.6742
9800,253.1494
9850,-165.9851
9900,-4.9758
9950,-131.5227
10000,17.2899
10050,-187.4252
10100,-57.2804
10150,153.4882
10200,65.4464
10250,89.0222
10300,-283.3156
10350,285.129
10400,-481.5731
10450,-55.4313
10500,135.3286
10550,83.7982
10600,-28.8235
10650,-53.7959
10700,25.6079
10750,-175.9805
10800,211.8777
10850,329.9838
10900,72.7286
10950,179.7941
11000,310.9462
11050,-180.0714
11100,355.8958
11150,153.0245
11200,-37.3649
11250,113.7307
11300,-109.9727
11350,132.0772
11400,-43.372
11450,-157.5354
11500,-89.9227
11550,246.8372
11600,196.1753
11650,-2.3612
11700,-220.76
11750,265.2611
11800,224.2297
11850,144.9369
11900,-136.6169
11950,-272.0914
12000,236.5327
12050,-335.4885
12100,275.2374
12150,20.7973
12200,62.9276
12250,-3.466
12300,-298.6752
12350,-156.4774
12400,-84.0726
12450,93.0446
12500,89.3545
12550,150.0458
12600,-95.1921
12650,88.4953
12700,-184.6978
12750,21.7287
12800,-200.1736
12850,-85.2343
12900,58.6579
12950,23.5107
13000,-33.3024
13050,51.9708
13100,-65.2768
13150,-9.6563
13200,60.5316
13250,286.8046
13300,186.7296
13350,-113.0114
13400,51.0665
13450,-300.5911
13500,239.6403
13550,-174.7344
13600,210.89
13650,-381.6955
13700,-177.5127
13750,90.9374
13800,-11.1932
13850,-214.1677
13900,-196.011
13950,151.2213
14000,-257.3342
14050,-187.2273
14100,-34.9101
14150,141.7814
14200,-98.3082
14250,-21.5373
14300,-392.5043
14350,-183.3917
14400,-68.2117
14450,102.0188
14500,172.3
14550,32.4132
14600,120.7426
14650,-56.1711
14700,2.2124
14750,-265.8164
14800,-7.1169
14850,278.6531
14900,-45.516
14950,-291.278
15000,76.0417
15050,-140.0092
15100,-97.1884
15150,-22.2581
15200,162.4301
15250,188.3313
15300,-132.6255
15350,-30.487
15400,19.0172
15450,-216.401
15500,248.5984
15550,45.4077
15600,246.1321
15650,-371.4794
15700,-284.8099
15750,-143.0902
15800,-188.3672
15850,-109.0618
15900,-84.6546
15950,262.9675
16000,52.022
16050,-3.222
16100,118.8251
16150,1.199
16200,154.0596
16250,-123.6309
16300,73.9826
16350,115.0864
16400,21.3792
16450,-325.5867
16500,15.7004
16550,115.1534
16600,117.2642
16650,69.4705
16700,-276.1524
16750,-171.0343
16800,167.4843
16850,40.7001
16900,-349.8485
16950,-276.2793
17000,9.2629
17050,-106.5746
17100,94.719
17150,48.9591
17200,-274.3237
17250,-254.3836
17300,0.8351
17350,-114.8881
17400,-285.9571
17450,-97.4121
17500,-143.7036
17550,-14.6256
17600,86.2417
17650,27.115
17700,-13.7559
17750,-301.8139
17800,195.8069
17850,26.1352
17900,-63.8452
17950,50.7786
18000,-162.3215
18050,131.9215
18100,126.0455
18150,-267.4765
18200,137.8689
18250,-104.5558
18300,-17.0831
18350,207.8781
18400,-12.4926
18450,162.8278
18500,-100.7384
18550,176.9979
18600,-115.4883
18650,179.8719
18700,257.2624
18750,-115.1165
18800,281.1626
18850,-200.9461
18900,-12.4909
18950,-139.8712
19000,-136.0434
19050,143.9471
19100,138.9977
19150,-190.6242
19200,-17.5585
19250,-53.9755
19300,-244.388
19350,76.0259
19400,46.8127
19450,-410.8965
19500,170.0499
19550,76.725
19600,-108.6689
19650,-273.9549
19700,87.1744
19750,-26.3234
19800,-173.0689
19850,-163.8543
19900,-92.8687
19950,-49.6183
20000,234.5841
20050,-319.7981
20100,-323.7723
20150,-111.7992
20200,-179.5048
20250,-400.9601
20300,-228.6948
20350,-95.6839
20400,93.0595
20450,-281.5741
20500,15.5585
20550,-8.8274
20600,41.075
20650,234.108
20700,-60.6093
20750,-2.8202
20800,-122.5602
20850,-97.3387
20900,-46.5649
20950,-75.9413
21000,-207.4148
21050,241.7861
21100,213.229
21150,347.1082
21200,-315.5451
21250,-83.3919
21300,-118.1335
21350,-229.8799
21400,197.5423
21450,325.884
21500,-246.9922
21550,-105.9869
21600,305.1277
21650,-218.8778
21700,-100.0849
21750,-124.0573
21800,48.3723
21850,58.3457
21900,-245.9154
21950,-103.1232
22000,28.4017
22050,91.8195
22100,2.2921
22150,194.2703
22200,-368.4065
22250,490.2927
22300,58.0586
22350,-74.5151
22400,131.3686
22450,-158.3247
22500,-236.9421
22550,-271.7308
22600,-116.6272
22650,-188.2102
22700,-223.3094
22750,-108.6059
22800,-275.4068
22850,-394.0639
22900,-84.7749
22950,79.2775
23000,-119.0635
23050,-150.1888
23100,-33.9042
23150,57.9899
23200,359.5316
23250,-141.7404
23300,58.6961
23350,73.861
23400,53.1489
23450,-69.8878
23500,22.6007
23550,-48.7737
23600,-163.2506
23650,158.6815
23700,-138.0097
23750,-14.3125
23800,44.0749
23850,-2.4943
23900,11.0753
23950,-399.6675
24000,-333.6083
24050,148.1041
24100,-101.4746
24150,-50.2277
24200,25.4427
24250,196.0276
24300,-172.028
24350,292.9282
24400,36.988
24450,31.1591
24500,-125.1979
24550,-146.4249
24600,-79.6763
24650,318.3618
24700,131.4671
24750,-123.3645
24800,-141.0043
24850,215.6347
24900,-191.3392
24950,-134.494
25000,24.5779
25050,1.8379
25100,83.182
25150,-168.7215
25200,-267.2211
25250,172.6296
25300,-97.318
25350,213.5885
25400,392.0014
25450,179.5484
25500,-130.1793
25550,-4.4752
25600,-163.9627
25650,-179.2237
25700,-229.7345
25750,179.141
25800,-207.373
25850,-48.3895
25900,-211.2687
25950,-151.9315
26000,-46.0603
26050,-106.906
26100,-172.4095
26150,32.8955
26200,-157.5634
26250,113.1529
26300,-301.6446
26350,-275.9635
26400,55.4382
26450,-208.6784
26500,-423.5232
26550,132.9016
26600,-197.5371
26650,62.6727
26700,-54.136
26750,-272.9726
26800,-64.735
26850,42.2637
26900,66.1375
26950,-80.9031
27000,-202.3492
27050,111.9828
27100,-172.2114
27150,113.4422
27200,160.8971
27250,-71.9899
27300,-171.4442
27350,435.4807
27400,80.9644
27450,-282.9513
27500,-67.078
27550,264.4802
27600,-268.8788
27650,144.1915
27700,216.1389
27750,-126.6171
27800,-128.9774
27850,507.4999
27900,-131.7484
27950,26.4012
28000,303.5311
28050,-312.105
28100,71.6611
28150,-61.4478
28200,-118.2159
28250,69.1517
28300,281.3089
28350,-154.0936
28400,-82.2845
28450,-102.5539
28500,306.3421
28550,-240.1307
28600,-241.7389
28650,157.0841
28700,51.194
28750,4.2894
28800,31.5427
28850,-57.0752
28900,42.5097
28950,-154.8094
29000,28.9526
29050,161.8051
29100,-62.4905
29150,-228.5705
29200,-41.2452
29250,133.5407
29300,-61.967
29350,106.6637
29400,-75.6539
29450,161.9953
29500,54.8397
29550,-459.9232
29600,84.7196
29650,-77.3122
29700,76.5861
29750,-69.3404
29800,-331.4199
29850,-94.6745
29900,24.5874
29950,278.23
30000,190.0294
30050,-26.0907
30100,214.6224
30150,-164.4935
30200,-103.7339
30250,2.0249
30300,173.8237
30350,-404.6848
30400,246.8147
30450,-159.3563
30500,-109.6104
30550,70.7114
30600,-49.1013
30650,-17.5434
30700,-66.7583
30750,-21.4527
30800,-121.3402
30850,68.7818
30900,-141.9733
30950,111.5722
31000,127.5467
31050,-324.7258
31100,-251.3039
31150,56.8792
31200,88.2191
31250,-316.5294
31300,-120.4548
31350,0.7851
31400,-50.5523
31450,-102.8686
31500,-218.9773
31550,25.6866
31600,143.5086
31650,-97.6747
31700,-60.9375
31750,-72.2462
31800,-330.2675
31850,-56.3421
31900,-77.6256
31950,-177.5795
32000,38.507
32050,-359.3069
32100,-69.6646
32150,217.6233
32200,-206.2177
32250,70.0691
32300,-114.7606
32350,101.7395
32400,-97.1788
32450,253.8983
32500,-50.8375
32550,-245.1307
32600,23.5674
32650,230.1
32700,64.935
32750,-313.0217
32800,-181.2143
32850,-92.8599
32900,-223.7096
32950,-29.9651
33000,-9.4131
33050,195.1325
33100,-65.9209
33150,-252.2942
33200,-61.1456
33250,-351.2939
33300,80.3816
33350,-329.3303
33400,-197.3423
33450,273.7466
33500,-86.235
33550,-446.37
33600,56.2428
33650,-69.3458
33700,101.8344
33750,81.0902
33800,168.8455
33850,74.0411
33900,189.2784
33950,-80.7282
34000,436.6991
34050,35.1569
34100,38.6194
34150,116.647
34200,397.7225
34250,-412.9197
34300,-181.9004
34350,7.4512
34400,-10.2097
34450,-69.0704
34500,-415.6001
34550,401.5646
34600,-33.2176
34650,-64.2173
34700,1.4376
34750,-208.6842
34800,-179.7965
34850,-164.7738
34900,86.9857
34950,-111.5369
35000,38.7391
35050,-255.5524
35100,30.4885
35150,248.8825
35200,-19.2132
35250,-138.9904
35300,-386.7818
35350,175.9392
35400,-398.6073
35450,-28.7386
35500,-249.4445
35550,-87.953
35600,-40.616
35650,-248.3973
35700,77.9798
35750,-45.8927
35800,163.0674
35850,53.8723
35900,114.7187
35950,-550.5445
36000,37.8951
36050,-0.9291
36100,-223.0944
36150,-86.7648
36200,83.0406
36250,14.3719
36300,-61.3009
36350,-72.5178
36400,222.9018
36450,-103.8353
36500,186.1203
36550,58.595
36600,-130.5182
36650,-211.3672
36700,120.8333
36750,337.6665
36800,-196.2902
36850,-322.0691
36900,-14.7196
36950,-230.4191
37000,143.9463
37050,-248.0198
37100,158.1032
37150,105.6232
37200,-356.1995
37250,-163.1888
37300,16.1979
37350,240.7246
37400,225.0377
37450,-61.6782
37500,228.2609
37550,22.0682
37600,-95.8286
37650,-31.5449
37700,-121.8841
37750,-164.0071
37800,-205.8207
37850,109.3264
37900,-236.3578
37950,-139.5993
38000,-144.0134
38050,-13.3588
38100,-71.9417
38150,-129.9594
38200,-25.1119
38250,-343.2558
38300,-174.5396
38350,-256.2985
38400,-231.5725
38450,-152.3286
38500,-55.3777
38550,-22.6164
38600,118.0082
38650,-51.423
38700,157.3705
38750,-124.8322
38800,105.3315
38850,-225.3692
38900,100.3008
38950,-117.3302
39000,259.6128
39050,-265.7982
39100,-159.2668
39150,-33.1641
39200,-186.5961
39250,-85.0985
39300,68.357
39350,169.2859
39400,-327.3093
39450,-506.9062
39500,361.4645
39550,-118.0169
39600,7.4323
39650,181.2491
39700,82.368
39750,-11.3901
39800,80.1089
39850,13.3229
39900,289.9319
39950,-352.3441
40000,-3.2144
40050,158.4977
40100,-165.1205
40150,-146.5954
40200,-211.8095
40250,60.7525
40300,17.9234
40350,175.4444
40400,223.393
40450,-6.1677
40500,-101.0652
40550,41.665
40600,-149.8203
40650,48.5269
40700,35.619
40750,-50.4323
40800,48.4296
40850,-264.9517
40900,-79.1214
40950,-319.9481
41000,-44.2472
41050,55.2315
41100,-163.2424
41150,-45.3603
41200,23.7444
41250,-63.6075
41300,18.3369
41350,-16.6845
41400,-156.9713
41450,-134.1356
41500,129.7254
41550,80.6969
41600,-110.4227
41650,5.9883
41700,-1.3952
41750,-66.7546
41800,240.0624
41850,54.2698
41900,-59.812
41950,223.6267
42000,264.2504
42050,195.6897
42100,-82.6676
42150,-190.1257
42200,264.9544
42250,-42.1206
42300,94.7381
42350,-8.1185
42400,-70.3284
42450,-221.9676
42500,-61.7471
42550,-220.3615
42600,126.3921
42650,442.8278
42700,-435.8765
42750,-137.5299
42800,-125.0689
42850,-10.1473
42900,388.1697
42950,320.5859
43000,167.114
43050,148.7069
43100,-7.9272
43150,-34.39
43200,-81.218
43250,96.0885
43300,216.5646
43350,-386.6804
43400,112.9339
43450,269.3226
43500,-121.5723
43550,-162.1828
43600,-86.6757
43650,2.9779
43700,56.1813
43750,-99.0362
43800,413.7858
43850,40.8518
43900,133.8952
43950,-229.6275
44000,-80.6365
44050,39.65
44100,-478.6033
44150,-376.2532
44200,123.152
44250,-261.6346
44300,-238.3481
44350,106.8965
44400,-117.0981
44450,357.1147
44500,-60.9216
44550,30.8065
44600,-481.6991
44650,-73.9098
44700,266.7424
44750,46.4994
44800,81.4986
44850,40.8648
44900,125.3691
44950,107.5991
45000,-185.9712
45050,30.2888
45100,317.0468
45150,198.5429
45200,-75.3434
45250,99.733
45300,-285.4035
45350,153.0158
45400,-129.8713
45450,-186.3165
45500,210.5173
45550,9.461
45600,-57.7127
45650,-102.2218
45700,16.7455
45750,140.2563
45800,-69.4621
45850,-394.095
45900,105.9678
45950,14.2587
46000,63.1163
46050,-86.5355
46100,-155.6026
46150,-270.1167
46200,-261.1708
46250,-82.3924
46300,-19.1326
46350,-156.5919
46400,219.5012
46450,-130.099
46500,249.8115
46550,60.0844
46600,-164.1423
46650,157.4345
46700,-110.9553
46750,-16.3692
46800,459.0122
46850,-98.3379
46900,-41.2663
46950,-74.524
47000,-111.3558
47050,22.6293
47100,24.8106
47150,-125.6474
47200,33.6257
47250,-36.0042
47300,-47.5162
47350,316.2865
47400,-2.1361
47450,-170.631
47500,-58.2183
47550,26.678
47600,307.9275
47650,189.6924
47700,-389.6135
47750,249.7715
47800,58.9391
47850,-367.8812
47900,291.6441
47950,-197.5754
48000,-261.1108
48050,-554.4544
48100,-71.1077
48150,16.5279
48200,33.7074
48250,-77.6927
48300,-139.7867
48350,245.9723
48400,55.707
48450,-0.1678
48500,-63.1423
48550,-20.5367
48600,40.5692
48650,-185.5402
48700,11.5666
48750,-116.2226
48800,177.7852
48850,141.9063
48900,60.6639
48950,-190.0784
49000,25.8869
49050,-209.7129
49100,12.7997
49150,-331.7974
49200,390.7294
49250,-140.4774
49300,55.4175
49350,54.1446
49400,-98.4364
49450,-120.6317
49500,-98.5696
49550,159.571
49600,-68.1896
49650,40.2438
49700,87.2183
49750,-223.9707
49800,50.8539
49850,28.3889
49900,-333.8405
49950,164.3483
50000,92.549
50050,60.4395
50100,-108.6729
50150,-308.227
50200,47.0454
50250,-310.0185
50300,312.1932
50350,-4.0872
50400,-266.2744
50450,38.2733
50500,4.9244
50550,129.7993
50600,-62.783
50650,-149.2255
50700,349.712
50750,-304.2781
50800,-1.1911
50850,334.8212
50900,-199.3736
50950,-95.3941
51000,5.5478
51050,20.8966
51100,-134.6753
51150,-64.9494
51200,187.7552
51250,-12.484
51300,300.0573
51350,-311.4767
51400,405.4971
51450,45.046
51500,194.8597
51550,12.7799
51600,-135.5908
51650,-163.6459
51700,317.359
51750,133.595
51800,47.0228
51850,-272.7343
51900,293.6902
51950,-141.3518
52000,259.9978
52050,5.8622
52100,67.9702
52150,-302.0298
52200,122.1817
52250,34.6848
52300,-298.3766
52350,135.061
52400,-51.5681
52450,-129.5179
52500,283.5708
52550,-260.3921
52600,-283.5392
52650,-149.6067
52700,-181.8044
52750,-15.5343
52800,139.1454
52850,-60.6847
52900,5.0829
52950,-310.2876
53000,-50.1196
53050,336.3132
53100,107.6271
53150,103.3507
53200,96.7423
53250,-230.3069
53300,-199.7206
53350,54.9756
53400,-212.1316
53450,-190.4468
53500,-158.2239
53550,178.7304
53600,320.7497
53650,-268.9347
53700,-70.5792
53750,-59.6071
53800,157.8601
53850,91.644
53900,-65.7203
53950,-207.8718
54000,-26.6241
54050,62.9385
54100,-405.3924
54150,315.951
54200,-150.6343
54250,-126.4809
54300,37.5498
54350,90.7312
54400,-114.7872
54450,7.0455
54500,-167.0226
54550,9.534
54600,-200.9367
54650,-132.3112
54700,-31.2144
54750,18.9234
54800,-58.772
54850,-132.054
54900,-307.1733
54950,194.4245
55000,80.4886
55050,35.6452
55100,-132.965
55150,3.199
55200,-244.8728
55250,-330.3345
55300,84.2342
55350,67.5835
55400,101.2211
55450,10.7543
55500,10.6489
55550,-32.6227
55600,-77.8528
55650,159.1679
55700,153.2328
55750,-263.3968
55800,-139.076
55850,-46.0426
55900,194.3324
55950,-187.205
56000,-100.828
56050,240.9836
56100,-49.4657
56150,-57.5787
56200,-236.6338
56250,58.774
56300,48.7611
56350,256.5331
56400,-296.2681
56450,331.6675
56500,223.1491
56550,-347.7947
56600,-150.0405
56650,211.2082
56700,-26.185
56750,183.9238
56800,-142.9362
56850,230.507
56900,-181.7271
56950,-14.5434
57000,-107.4113
57050,-106.7083
57100,-223.7172
57150,-216.6232
57200,-42.1927
57250,-68.5863
57300,93.5786
57350,-232.6068
57400,140.1606
57450,-228.5831
57500,187.2818
57550,347.0899
57600,323.9381
57650,-84.6138
57700,-134.0155
57750,263.9059
57800,131.3277
57850,48.9903
57900,132.017
57950,364.4906
58000,-92.6042
58050,-62.883
58100,-270.6793
58150,42.1586
58200,258.5811
58250,-216.1608
58300,-42.7563
58350,72.9463
58400,-71.5476
58450,-142.6455
58500,29.0839
58550,-41.5976
58600,-159.9191
58650,45.0841
58700,-80.7557
58750,48.344
58800,-80.5231
58850,-186.3943
58900,7.1492
58950,-564.859
59000,26.3888
59050,99.4362
59100,46.1111
59150,-163.0987
59200,-1.5613
59250,-16.1766
59300,26.8608
59350,306.9046
59400,-301.0532
59450,46.5794
59500,-286.145
59550,189.3612
59600,-129.1892
59650,72.2052
59700,-194.3702
59750,-14.8184
59800,180.7262
59850,94.4776
59900,302.4868
59950,42.8863
60000,-424.4415
60050,262.3489
60100,38.5174
60150,-296.292
60200,388.4118
60250,192.322
60300,38.6104
60350,294.3297
60400,-419.6314
60450,-477.2779
60500,-11.1205
60550,185.997
60600,112.2414
60650,-79.0824
60700,163.9184
60750,89.4006
60800,327.9865
60850,-237.9905
60900,120.9711
60950,141.8333
61000,45.0637
61050,-239.2702
61100,-29.4081
61150,66.9202
61200,-177.3509
61250,144.3005
61300,-27.9811
61350,-169.2512
61400,53.637
61450,599.4341
61500,-59.2649
61550,97.2094
61600,-20.3449
61650,194.4882
61700,283.2356
61750,26.0878
61800,115.8822
61850,-6.2534
61900,38.2836
61950,-279.1555
62000,393.2633
62050,307.3586
62100,-128.5592
62150,-154.494
62200,53.7584
62250,133.289
62300,-93.3179
62350,-449.2949
62400,111.9116
62450,171.9748
62500,-439.5159
62550,232.5701
62600,-275.5847
62650,139.7527
62700,-131.9483
62750,229.6028
62800,-262.4494
62850,216.3395
62900,80.2482
62950,-258.1389
63000,-200.8887
63050,-26.3
63100,-8.7832
63150,219.759
63200,-58.4538
63250,39.7845
63300,-228.2668
63350,87.6915
63400,-37.8023
63450,167.2218
63500,-116.2316
63550,240.1424
63600,154.3425
63650,-22.7958
63700,-44.2311
63750,175.2022
63800,-204.0698
63850,191.9378
63900,-170.5259
63950,849.9297
64000,-113.0574
64050,64.8778
64100,36.0949
64150,101.5123
64200,219.6173
64250,78.4744
64300,4.6819
64350,187.5744
64400,-165.2494
64450,182.629
64500,115.9995
64550,42.387
64600,25.6345
64650,-149.3255
64700,126.6403
64750,6.8486
64800,95.3255
64850,-47.2004
64900,-58.5737
64950,-41.5218
65000,-160.0291
65050,-92.6952
65100,-54.1174
65150,232.8564
65200,80.5509
65250,117.7706
65300,-100.3458
65350,-256.0445
65400,-166.5122
